"","logFC","AveExpr","t","P.Value","adj.P.Val","B","ASTRO_AVG","OLIGO_AVG","deltaBeta","CHR","MAPINFO","Strand","Type","gene","feature","cgi","feat.cgi","UCSC_CpG_Islands_Name","DHS","Enhancer","Phantom","Probe_SNPs","Probe_SNPs_10","diffexpressed"
"cg10566589",0.0874167477969908,0.342038440828475,3.92631063269117,0.000100976657135665,0.00028938558960938,-0.00937622199960142,0.306817129822891,0.394233877619882,0.087416747796991,"6",111927040,"R","I","TRAF3IP2","1stExon","opensea","1stExon-opensea","",NA,NA,"","","","NO"
"cg07970752",0.0688826698638961,0.8532573247099,3.92324507990839,0.000102338094224755,0.00029318670752867,-0.0185311543970252,NA,NA,NA,"16",817463,"R","I","MSLN","Body","opensea","Body-opensea","",TRUE,NA,"","","","NO"
"cg11186405",-0.114434394827215,0.338512867246281,-3.91928464769744,0.000104536253325301,0.000299176382418486,-0.0186356655210673,NA,NA,NA,"13",112728206,"F","I","","IGR","island","IGR-island","chr13:112726281-112728419",NA,NA,"","","","NO"
"cg13244998",0.122553480241852,0.362746681645937,3.92164190404604,0.000102881920584953,0.000294643662861397,-0.0270361503961585,0.313368337664996,0.435921817906849,0.122553480241853,"X",129114666,"R","I","","IGR","island","IGR-island","chrX:129113845-129118029",NA,NA,"","","","NO"
"cg03459791",0.094852302725137,0.509512516121682,3.91934594357185,0.000103831323136102,0.000297260751706304,-0.035713693214225,0.471295326188739,0.566147628913876,0.0948523027251373,"17",15244441,"R","II","TEKT3","5'UTR","shore","5'UTR-shore","chr17:15244705-15245126",NA,NA,"","","","NO"
"cg24377694",0.0877898543769517,0.791152146937321,3.91550245338623,0.000105478031192047,0.000301665002594441,-0.0497253542516978,NA,0.843484298573217,NA,"20",1975372,"R","I","PDYN","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","","","NO"
"cg09128567",-0.0973570736748223,0.403010661602791,-3.91542920182685,0.000105470115512032,0.000301665002594441,-0.0505060604799032,0.442237055364976,0.344879981690155,-0.0973570736748218,"1",53387203,"F","I","ECHDC2","Body","island","Body-island","chr1:53386617-53387523",NA,NA,"high-CpG:53159759-53160171","rs55836843","","NO"
"cg02293118",0.0698507182859426,0.687686165161227,3.91526119519242,0.000105540955709971,0.000301741664613656,-0.0511402643413588,0.659542429152813,0.729393147438755,0.069850718285942,"7",44349704,"R","I","CAMK2B","Body","island","Body-island","chr7:44349111-44349716",TRUE,NA,"","","","NO"
"cg00664697",0.0570104938827822,0.747974334465541,3.91393382376211,0.00010610223001477,0.000303242569121926,-0.0561500355950342,0.725004086930246,0.782014580813028,0.0570104938827818,"16",80061290,"F","I","","IGR","opensea","IGR-opensea","",TRUE,NA,"","rs56320804","","NO"
"cg14818248",0.10048355707952,0.532155886774763,3.91246835404102,0.000106725181580351,0.000304918661738115,-0.0616791858275088,0.491669793388355,0.592153350467874,0.10048355707952,"19",4785374,"R","I","","IGR","island","IGR-island","chr19:4785250-4785490",NA,NA,"","","","NO"
"cg12683929",0.0835273559671056,0.66816763168732,3.9116858636839,0.000107217403131263,0.000306220234447374,-0.0625863781393745,NA,0.717710818314868,NA,"12",56109593,"F","II","BLOC1S1","TSS1500","shore","TSS1500-shore","chr12:56109798-56110298",NA,NA,"","","","NO"
"cg04552531",0.0526943115422218,0.650508298764027,3.91074444634095,0.000107462425425323,0.000306815140807638,-0.0681809491778553,0.629277095569831,0.681971407112052,0.0526943115422213,"22",39638361,"F","I","PDGFB","Body","island","Body-island","chr22:39638219-39640966",NA,NA,"","rs2105869","","NO"
"cg20033444",0.0813373594445557,0.743585498389087,3.9088121144822,0.000108334124002296,0.000309198248006554,-0.0749593059918041,NA,0.792071272267229,NA,"X",129194010,"R","I","","IGR","island","IGR-island","chrX:129194007-129194703",NA,NA,"","","","NO"
"cg17167076",0.0418101658365132,0.0602658337025611,3.90766639258752,0.000108830516188931,0.00031050892494615,-0.0792766065656849,NA,0.0851891685686091,NA,"2",192109990,"R","I","MYO1B","TSS200","island","TSS200-island","chr2:192109828-192110940",TRUE,NA,"high-CpG:191818124-191818563","","","NO"
"cg08035234",-0.0604977649803096,0.749367870274337,-3.90525842751632,0.000109840793353768,0.000313284393198149,-0.0888539026204267,0.773743183348928,0.713245418368618,-0.0604977649803103,"1",62107430,"R","II","","IGR","opensea","IGR-opensea","",TRUE,TRUE,"","","","NO"
"cg13817046",0.0380493835336086,0.874523667881704,3.90508286239088,0.000109957764358048,0.000313510977285711,-0.0890075319278942,NA,0.897205173881057,NA,"7",29609310,"R","II","","IGR","shelf","IGR-shelf","chr7:29605827-29606290",NA,TRUE,"","","","NO"
"cg23726802",0.0944668881852684,0.715423052994251,3.9019771728661,0.000111287053772205,0.000317192783081884,-0.101205763786042,0.677361151443875,0.771828039629144,0.0944668881852686,"7",155617398,"F","I","","IGR","opensea","IGR-opensea","",NA,NA,"","","","NO"
"cg07587588",0.102925479466361,0.586451686982692,3.90169870160949,0.000111410620438421,0.000317436672286006,-0.102253588987014,0.544981712246246,0.647907191712606,0.102925479466361,"8",81083356,"F","I","TPD52","Body","island","Body-island","chr8:81083320-81084057",TRUE,NA,"","","","NO"
"cg07517893",0.0904790531122035,0.1929889272985,3.90027846759439,0.000112206617613919,0.000319269102025436,-0.102703731820307,NA,NA,NA,"19",45889164,"R","I","PPP1R13L","Body","island","Body-island","chr19:45888768-45889465",NA,TRUE,"","","","NO"
"cg01933836",0.0376043819926413,0.794470601703062,3.90142143852219,0.000111533780043524,0.000317679235759837,-0.103296799091078,0.779319321579813,0.816923703572454,0.0376043819926412,"11",122854796,"R","I","","IGR","shore","IGR-shore","chr11:122854930-122855582",NA,NA,"","","","NO"
"cg12379948",0.086758595481317,0.229324733338296,3.90040857932169,0.000112107251710432,0.000319203810766514,-0.103688980302506,NA,NA,NA,"17",44896424,"R","I","WNT3","TSS1500","island","TSS1500-island","chr17:44895800-44897025",TRUE,TRUE,"","","","NO"
"cg17697633",0.0874815734386173,0.218247701345354,3.90001551459016,0.000112160274539081,0.000319245973935089,-0.108585566990786,0.183000271270571,0.270481844709189,0.0874815734386174,"6",10420079,"R","I","TFAP2A","TSS1500","island","TSS1500-island","chr6:10419399-10420323",TRUE,NA,"","","","NO"
"cg06953252",-0.0841730369836954,0.50298975589335,-3.89926340398017,0.000112496789294576,0.000319985760220254,-0.111414109872225,0.536904134872217,0.452731097888523,-0.0841730369836948,"1",40782906,"R","I","COL9A2","5'UTR","island","5'UTR-island","chr1:40782220-40783145",NA,NA,"high-CpG:40555481-40555965","","","NO"
"cg06201680",0.0415689953326099,0.725610439852262,3.89723797293097,0.000113407781546524,0.000322467190959722,-0.119028844671398,0.70886176697553,0.750430762308141,0.0415689953326102,"7",151078646,"R","I","WDR86","3'UTR","island","3'UTR-island","chr7:151078462-151079536",NA,TRUE,"","","","NO"
"cg01163842",0.111844016604811,0.434892367306945,3.89531646782117,0.000114319729339327,0.000324949649166634,-0.125738865147808,NA,0.5015633747721,NA,"14",95235125,"F","I","GSC","Body","island","Body-island","chr14:95234612-95236569",TRUE,TRUE,"","","","NO"
"cg02304092",0.0965303933708025,0.560467660248808,3.89360224462324,0.000115060592908174,0.000326944283386017,-0.132688369889476,0.521574346414941,0.618104739785744,0.0965303933708025,"5",126409227,"F","I","FLJ44606","TSS200","island","TSS200-island","chr5:126409006-126409327",NA,NA,"","","","NO"
"cg18723937",0.0833746345011289,0.528854320475534,3.89256154410767,0.000115537879268509,0.000328188862090827,-0.136596127573958,0.495261627933817,0.578636262434945,0.0833746345011284,"7",37955713,"F","I","SFRP4","1stExon","island","1stExon-island","chr7:37955622-37956555",NA,NA,"","","","NO"
"cg18587340",0.0421768449135184,0.595880100946225,3.88994634620408,0.000116745546939053,0.000331506559867045,-0.146411727565395,0.578886517801458,0.621063362714977,0.0421768449135188,"20",39995654,"F","I","EMILIN3","TSS200","island","TSS200-island","chr20:39994545-39995810",NA,NA,"","","","NO"
"cg27483007",-0.0749084114815853,0.78224874128006,-3.88965459574483,0.000116881012203325,0.000331778449183343,-0.147506371917428,0.812430285711961,0.737521874230375,-0.074908411481586,"12",132690643,"F","I","GALNT9","Body","shore","Body-shore","chr12:132689880-132690197",TRUE,NA,"","rs11246997","","NO"
"cg09267051",0.0758165702806079,0.148132495816037,3.88893018754439,0.000117218012224264,0.000332622036046705,-0.150224013133057,0.117585042741812,0.19340161302242,0.0758165702806078,"7",100943468,"F","I","","IGR","opensea","IGR-opensea","",TRUE,NA,"","","","NO"
"cg25289803",-0.11955028020083,0.404176519138496,-3.88862824158994,0.000117358751065629,0.000332880703524107,-0.151356634397271,0.452344835918442,0.332794555717613,-0.119550280200829,"7",44143774,"F","I","AEBP1","TSS200","opensea","TSS200-opensea","",NA,TRUE,"","","","NO"
"cg20638675",-0.115074534146919,0.416008425991656,-3.88528887203328,0.00011892595371904,0.000337125014376947,-0.163877401314045,0.462373408196482,0.347298874049564,-0.115074534146918,"10",45374906,"R","I","","IGR","opensea","IGR-opensea","",TRUE,TRUE,"","","","NO"
"cg18798922",-0.0767336156994392,0.3670835515092,-3.88317666731599,0.000119927437851679,0.000339848648511848,-0.171791823956447,0.398000493757032,0.321266878057593,-0.0767336156994392,"2",171572863,"F","I","SP5","Body","island","Body-island","chr2:171569877-171573904",NA,NA,"high-CpG:171280944-171281110","rs76206900","","NO"
"cg05823605",0.100815812110144,0.289597834134615,3.8810994279132,0.000120920123140632,0.000342545509907372,-0.179571329217225,0.248977871002858,0.349793683113002,0.100815812110144,"7",45928133,"F","I","IGFBP1","1stExon","island","1stExon-island","chr7:45928002-45928585",TRUE,TRUE,"","","","NO"
"cg18188392",0.120892878110411,0.184352584207943,3.8269543757231,0.000166357636731491,0.000462369747889728,-0.186989624597672,NA,NA,NA,"Y",14649262,"F","I","","IGR","island","IGR-island","chrY:14649050-14649669",NA,NA,"","","","NO"
"cg08632680",0.0881751652054107,0.496277387293519,3.87722111865652,0.000122794360357584,0.000347736978449918,-0.19408569313993,0.460750500341824,0.548925665547235,0.0881751652054105,"11",44088068,"F","I","ACCS","5'UTR","island","5'UTR-island","chr11:44087518-44088165",NA,NA,"high-CpG:44044583-44044661","","","NO"
"cg10497692",-0.0801229266602203,0.501369884364463,-3.87672744636277,0.000123034895680023,0.000348300074046395,-0.195932267035328,0.533652422776105,0.453529496115884,-0.0801229266602207,"1",21996199,"R","I","RAP1GAP","TSS1500","island","TSS1500-island","chr1:21996161-21996409",TRUE,NA,"","","","NO"
"cg25807487",0.067702517130466,0.844780743232118,3.8747074701368,0.000124335800121673,0.000351736996353519,-0.199784754702916,NA,0.884733586674542,NA,"11",68782106,"R","I","MRGPRF","TSS1500","shelf","TSS1500-shelf","chr11:68778569-68778851",NA,TRUE,"","","","NO"
"cg23027574",-0.075569987317728,0.542451890239731,-3.87452728312688,0.000124112327097666,0.000351231158730997,-0.204159286144783,0.572899991926,0.497330004608273,-0.0755699873177273,"6",30043194,"R","I","RNF39","1stExon","island","1stExon-island","chr6:30042918-30043500",NA,NA,"","","","NO"
"cg21139312",-0.0359410720368902,0.905763105596341,-3.87399306560653,0.000124375279773557,0.000351736996353519,-0.206156217920457,0.920244217145186,0.884303145108295,-0.0359410720368907,"17",55663225,"R","I","MSI2","Body","opensea","Body-opensea","",NA,NA,"","","","NO"
"cg27403810",0.0755894795425356,0.596413102409233,3.87350136221209,0.000124617771869679,0.000352303508020067,-0.207994003442225,0.56595714705957,0.641546626602106,0.0755894795425359,"17",48585974,"R","I","MYCBPAP","1stExon","island","1stExon-island","chr17:48585385-48586167",TRUE,NA,"high-CpG:45940744-45941004","","","NO"
"cg14405893",0.0752134022810839,0.544691726409993,3.87209518967248,0.000125313721296495,0.000354151159577443,-0.213248501963833,0.514387297335575,0.589600699616659,0.075213402281084,"9",127539942,"F","I","OLFML2A","Body","island","Body-island","chr9:127539239-127540081",TRUE,NA,"","","","NO"
"cg25395188",-0.0464429640349604,0.82286492364841,-3.87162031494308,0.000125549577848938,0.000354697725177554,-0.215022583654549,0.841577380031428,0.795134415996467,-0.046442964034961,"11",60897782,"F","II","VPS37C","3'UTR","opensea","3'UTR-opensea","",NA,TRUE,"","","","NO"
"cg27407147",-0.0589340811205047,0.147348166093343,-3.87153165744805,0.00012559365795782,0.000354702305131719,-0.21535377624681,0.171093451205003,0.112159370084498,-0.0589340811205046,"15",89920824,"R","I","LOC254559","TSS1500","island","TSS1500-island","chr15:89920793-89922768",NA,NA,"","","","NO"
"cg01019875",0.0509104425075009,0.772967349249277,3.86753910837732,0.000127593979904363,0.000360229843907081,-0.230261194862527,0.752454889404022,0.803365331911523,0.0509104425075007,"17",6945620,"F","I","SLC16A11","Body","island","Body-island","chr17:6945389-6947521",TRUE,NA,"","","","NO"
"cg18527133",0.0810041895839168,0.670227935448634,3.86623193565486,0.00012825541357863,0.000361974907106716,-0.235138819964333,0.637590325082299,0.718594514666215,0.0810041895839165,"12",71834707,"R","II","LGR5","Body","shore","Body-shore","chr12:71833192-71834389",NA,NA,"","","","NO"
"cg19517718",0.0488705347152305,0.536320583079024,3.86465903483947,0.000129055605786752,0.000364110277184238,-0.241005957804373,0.516630027829683,0.565500562544914,0.0488705347152307,"2",1747082,"F","I","PXDN","Body","island","Body-island","chr2:1746833-1748971",TRUE,NA,"","","","NO"
"cg10236452",0.0786911756291117,0.386583198310345,3.86290422789887,0.000129953912289723,0.000366520926154068,-0.247549009350107,0.35487753045978,0.433568706088892,0.0786911756291115,"1",208132590,"F","I","","IGR","island","IGR-island","chr1:208132327-208133117",TRUE,NA,"","","","NO"
"cg26315984",0.0885684344281564,0.65619227391195,3.86057756107614,0.00013115408182864,0.000369781032600898,-0.25622005991865,0.620506933826819,0.709075368254976,0.0885684344281567,"1",173176501,"F","II","TNFSF4","TSS200","opensea","TSS200-opensea","",NA,NA,"","","","NO"
"cg08345575",0.0744499219470303,0.564454187803061,3.85906126475921,0.000131941869765959,0.000371876646432126,-0.261868395405378,0.534457374591394,0.608907296538424,0.0744499219470297,"16",4524283,"R","I","NMRAL1","5'UTR","island","5'UTR-island","chr16:4524138-4524712",NA,NA,"","","","NO"
"cg09385093",0.0673896196424296,0.1372364919909,3.85857918264879,0.000132239348702506,0.000372589382482543,-0.263141726503638,NA,0.177407919758285,NA,"2",119607885,"F","I","","IGR","island","IGR-island","chr2:119607378-119607910",NA,NA,"","rs71422594","","NO"
"cg17303756",0.0382255059466372,0.726299752819273,3.85822170803954,0.000132379981988392,0.000372859868351662,-0.264994928987353,0.710898214015531,0.749123719962167,0.0382255059466363,"6",99279108,"F","I","","IGR","shore","IGR-shore","chr6:99279317-99283842",NA,NA,"","","","NO"
"cg24686610",0.114289030934323,0.378242794008527,3.85369686886995,0.000135391898058184,0.000380957870117235,-0.270236917743649,NA,NA,NA,"3",147125782,"R","I","ZIC4","TSS1500","shore","TSS1500-shore","chr3:147126988-147128999",NA,TRUE,"","","","NO"
"cg02679809",0.0568457091201081,0.692906485921315,3.85522239407008,0.000133956399121458,0.000377172820445116,-0.276159290600948,0.670002632246709,0.726848341366816,0.0568457091201071,"11",31834791,"R","I","PAX6","5'UTR","island","5'UTR-island","chr11:31831620-31839038",NA,TRUE,"","","","NO"
"cg07793808",0.0691615034225066,0.639858661480128,3.85254584671569,0.000135378145532614,0.000380957870117235,-0.286115393384137,0.611992618839021,0.681154122261528,0.0691615034225065,"12",122019006,"F","II","KDM2B","TSS200","shore","TSS200-shore","chr12:122016170-122017693",NA,NA,"low-CpG:120503262-120503513","","","NO"
"cg00647217",0.0558086470387316,0.458255134221722,3.85179833793587,0.000135777753836991,0.000381914934530041,-0.28889479388561,0.435769125948835,0.491577772987567,0.0558086470387318,"1",165086866,"R","I","","IGR","island","IGR-island","chr1:165086756-165087026",NA,NA,"","","","NO"
"cg07475973",0.0567501504462193,0.682691332864546,3.85148621436789,0.000135944940812909,0.000382256491265916,-0.290055188742402,0.65982598098573,0.716576131431949,0.0567501504462193,"22",42306951,"F","II","","IGR","island","IGR-island","chr22:42305617-42307254",NA,NA,"","","","NO"
"cg03529908",-0.0388101200249102,0.680120920766619,-3.85037149501307,0.000136543623305495,0.000383810709654813,-0.294198713045869,0.695758007961122,0.656947887936211,-0.0388101200249101,"1",2478089,"R","I","","IGR","island","IGR-island","chr1:2477563-2478363",NA,TRUE,"","","rs75310665","NO"
"cg08197943",0.0588420352855442,0.596548283950605,3.85001608566901,0.000136735026547588,0.000384219445603279,-0.295519570704998,0.572840085267594,0.631682120553139,0.0588420352855441,"17",67323709,"F","II","ABCA5","TSS1500","island","TSS1500-island","chr17:67322709-67323837",NA,NA,"","","","NO"
"cg23754918",0.0823133012198662,0.644520040123282,3.84965658657103,0.000136928890344138,0.000384634818404482,-0.296855512227243,0.611354972156054,0.69366827337592,0.0823133012198664,"7",2653733,"R","I","IQCE","3'UTR","opensea","3'UTR-opensea","",TRUE,TRUE,"","","","NO"
"cg11467015",-0.0356453008552141,0.853878891368818,-3.84532306840036,0.000139286326629319,0.000391125368961791,-0.312950244999124,0.868240832975531,0.832595532120315,-0.0356453008552153,"17",77786853,"F","II","","IGR","island","IGR-island","chr17:77783809-77789842",NA,NA,"","","","NO"
"cg09630706",0.0647389279118736,0.865149196358547,3.84364349177194,0.000140210292868274,0.000393587629913159,-0.319183672304739,0.839065065209588,0.903803993121462,0.0647389279118735,"7",229695,"R","I","FAM20C","Body","shore","Body-shore","chr7:231272-231539",TRUE,TRUE,"","","","NO"
"cg05743734",0.0628612141963616,0.605079084177034,3.83792378910139,0.000143400457316329,0.000402407598394562,-0.340392232900259,0.579751507583355,0.642612721779717,0.062861214196362,"16",56659659,"F","II","MT1E","1stExon","island","1stExon-island","chr16:56659107-56659660",TRUE,TRUE,"high-CpG:55217094-55217198","","","NO"
"cg08848711",0.0370081624405905,0.789808007217163,3.83258350963092,0.000146440822039025,0.000410801419514445,-0.360167346380349,0.774896951476537,0.811905113917127,0.0370081624405895,"X",118827659,"R","I","SEPT6","TSS1500","island","TSS1500-island","chrX:118826452-118827731",TRUE,NA,"","","","NO"
"cg06747888",0.0322288466029179,0.862553630207373,3.83219758062495,0.000146662885777965,0.00041128625303428,-0.361595452036989,0.849568221139206,0.881797067742125,0.0322288466029184,"2",162271859,"F","II","TBR1","TSS1500","shore","TSS1500-shore","chr2:162273294-162273725",NA,NA,"","","","NO"
"cg09327770",0.106251471305429,0.533062086939834,3.83072667562311,0.000147512166332076,0.000413529072999383,-0.367037213863589,0.490252028112889,0.596503499418318,0.106251471305429,"12",46663270,"R","I","SLC38A1","TSS200","island","TSS200-island","chr12:46661054-46663408",TRUE,NA,"","","","NO"
"cg02737782",-0.0874188566953244,0.486994080910666,-3.82820718663029,0.000148977692235771,0.000417497363615442,-0.376353796586512,0.522216241618006,0.434797384922682,-0.0874188566953242,"1",8014393,"R","I","","IGR","island","IGR-island","chr1:8013993-8014651",TRUE,NA,"","","","NO"
"cg13730743",-0.0493297700534931,0.60183470684109,-3.82794972693541,0.000149128222633703,0.000417779065017423,-0.37730551114247,0.621710293804391,0.572380523750898,-0.0493297700534924,"19",52207592,"R","I","NCRNA00085","Body","island","Body-island","chr19:52207132-52207731",NA,NA,"high-CpG:56899359-56899406","","","NO"
"cg11632906",0.0517937915594806,0.671725170371909,3.8265438668929,0.000149952732897838,0.000419948082678022,-0.382501301725536,0.650856798044545,0.702650589604026,0.0517937915594808,"10",100028468,"R","I","LOXL4","TSS1500","island","TSS1500-island","chr10:100028204-100028508",NA,TRUE,"","","","NO"
"cg19595234",0.0795532398139039,0.414557834755124,3.82642846555694,0.000150020604542827,0.000419997362718089,-0.382927724083024,0.382504830364085,0.462058070177989,0.0795532398139037,"20",42543778,"F","I","TOX2","TSS1500","island","TSS1500-island","chr20:42543097-42545137",TRUE,NA,"","","","NO"
"cg25247183",0.0398226976412107,0.754021889713228,3.82613651385971,0.000150192441383682,0.000420337572971283,-0.384006468589106,0.737976822217012,0.777799519858223,0.0398226976412108,"22",38073049,"R","I","LGALS1","Body","island","Body-island","chr22:38073037-38073412",TRUE,NA,"","","","NO"
"cg04302300",0.128625630997652,0.53166683519328,3.82345292977318,0.000152144290392828,0.000425372624478477,-0.386369058919068,NA,NA,NA,"X",107179321,"R","I","","IGR","island","IGR-island","chrX:107179230-107179632",NA,NA,"","","","NO"
"cg14206172",-0.08154466666152,0.518246660523224,-3.82437966117161,0.000151230422275377,0.000423100786231917,-0.390496317623152,0.551102035925681,0.469557369264161,-0.0815446666615199,"19",39466757,"F","I","FBXO17","TSS1500","shore","TSS1500-shore","chr19:39465846-39466403",TRUE,TRUE,"","","","NO"
"cg25830696",0.102579230591671,0.270881559440352,3.82326305406854,0.000151893653039007,0.000424814053393995,-0.39461964315688,0.22955109274565,0.332130323337321,0.102579230591671,"17",42030479,"R","I","PYY","Body","island","Body-island","chr17:42030173-42030941",TRUE,TRUE,"","","","NO"
"cg06335867",0.0894145855752883,0.66141889989713,3.8224804184665,0.000152360151871199,0.000425833626206756,-0.397509034244798,0.625392634835242,0.71480722041053,0.0894145855752884,"7",8482325,"F","I","NXPH1","Body","island","Body-island","chr7:8481974-8482762",NA,NA,"","","","NO"
"cg24465469",0.0649458134599064,0.469740242019058,3.81868700696535,0.000154640501349141,0.000432062457615626,-0.411506016089182,0.44357275407162,0.508518567531526,0.0649458134599065,"1",214724440,"F","I","PTPN14","5'UTR","island","5'UTR-island","chr1:214724104-214725056",NA,NA,"","","","NO"
"cg07067171",0.0555263067819303,0.620947713069996,3.81832476478792,0.00015485993582973,0.000432530893989155,-0.412841944830954,0.598575463250092,0.654101770032022,0.0555263067819296,"7",32996829,"F","I","FKBP9","TSS200","island","TSS200-island","chr7:32996732-32997591",NA,NA,"","","","NO"
"cg00054971",-0.123836545957956,0.370693955974472,-3.81728854612216,0.000155593724287251,0.000434290000900666,-0.415589882035111,NA,0.296996109111688,NA,"10",129796937,"R","I","PTPRE","5'UTR","opensea","5'UTR-opensea","",NA,NA,"","","","NO"
"cg14621053",0.0405049422337002,0.593858965057067,3.81739544070593,0.000155424236049685,0.000433961921109313,-0.416268699502353,0.577539012603682,0.618043954837383,0.0405049422337007,"10",128077315,"F","I","ADAM12","TSS200","island","TSS200-island","chr10:128076155-128077482",TRUE,NA,"","","","NO"
"cg03498081",0.0444565018649149,0.77011202446371,3.81475725344472,0.000157036787475866,0.000438171450425311,-0.425992415946178,0.752199938760856,0.79665644062577,0.0444565018649148,"16",80061357,"F","II","","IGR","opensea","IGR-opensea","",TRUE,NA,"","","","NO"
"cg08862890",0.100528050587143,0.43251950469023,3.81366808784941,0.000157707121128271,0.000439894921504367,-0.430004988016649,0.392015484308032,0.492543534895175,0.100528050587143,"5",169064451,"R","I","DOCK2","Body","island","Body-island","chr5:169064270-169064702",NA,NA,"","","","NO"
"cg08368654",0.085760050515379,0.353409243875256,3.81205286734347,0.000158706196272681,0.000442533899753663,-0.435953621532381,0.318855437114205,0.404615487629584,0.085760050515379,"6",1378868,"F","I","","IGR","island","IGR-island","chr6:1378445-1379318",TRUE,TRUE,"","","","NO"
"cg12728517",0.10209050859692,0.390998635854298,3.80997434082592,0.000160000640965099,0.0004459944459868,-0.443605090502618,0.349865081419617,0.451955590016537,0.10209050859692,"11",6947552,"R","I","ZNF215","TSS200","island","TSS200-island","chr11:6947520-6948212",TRUE,NA,"","","","NO"
"cg18588323",0.0356365619120969,0.839720895864967,3.80915256100889,0.000160515166271316,0.000447279419289719,-0.446629152134597,0.825362475288734,0.86099903720083,0.0356365619120963,"15",51385891,"R","I","TNFAIP8L3","Body","island","Body-island","chr15:51385861-51387203",TRUE,NA,"","","","NO"
"cg21587238",-0.0873320082070033,0.255047159668641,-3.80895424641862,0.000160639567036796,0.000447476806610669,-0.447358837479186,0.29023432802389,0.202902319816886,-0.0873320082070034,"5",42953590,"R","I","","IGR","shore","IGR-shore","chr5:42951076-42952410",NA,NA,"","","","NO"
"cg23693021",-0.0889408633824413,0.213770183598291,-3.8070542603289,0.000161836033114519,0.000450659406879564,-0.454347914741678,0.249605580009663,0.160664716627221,-0.0889408633824415,"20",43538936,"F","I","PABPC1L","1stExon","island","1stExon-island","chr20:43538616-43539060",TRUE,NA,"","rs6031865","","NO"
"cg06728252",-0.108788866142697,0.374674170433254,-3.80615026606893,0.000162462082051598,0.000452251993821742,-0.457134291595017,NA,0.309824359715588,NA,"6",26598149,"R","I","ABT1","Body","island","Body-island","chr6:26598108-26598316",NA,NA,"","","","NO"
"cg00573631",0.0766368118913266,0.232090877960711,3.80590784270654,0.000162562024937146,0.000452379465797774,-0.458563426249078,0.201212939188962,0.277849751080289,0.0766368118913268,"5",54472570,"R","I","","IGR","shelf","IGR-shelf","chr5:54468783-54469324",TRUE,NA,"","","","NO"
"cg16834823",0.100836463616174,0.284326538187828,3.80138736134936,0.000165509381624533,0.000460428030000449,-0.473689784484708,0.24384474622513,NA,NA,"6",32064218,"F","I","TNXB","Body","island","Body-island","chr6:32063533-32065044",NA,NA,"","rs56250504","","NO"
"cg05580655",0.0507175201313579,0.705284896256391,3.80024003062769,0.000166196692039633,0.000462186140246037,-0.479387238590233,0.684850167271426,0.735567687402784,0.0507175201313583,"3",159481176,"R","I","SCHIP1","Body","island","Body-island","chr3:159480946-159483023",NA,NA,"","","","NO"
"cg01504555",0.0809612252713221,0.546533616531747,3.79996745492337,0.000166373409403462,0.000462369747889728,-0.480387965387656,0.513913317029224,0.594874542300546,0.0809612252713218,"16",77246968,"R","I","SYCE1L","3'UTR","island","3'UTR-island","chr16:77245944-77247013",TRUE,NA,"","","","NO"
"cg02349096",-0.0572010958439718,0.505716819373541,-3.79869172328742,0.000167202857657191,0.00046452034348792,-0.485070760896992,0.528763862844656,0.471562767000685,-0.0572010958439715,"19",11450198,"R","I","RAB3D","5'UTR","island","5'UTR-island","chr19:11450016-11450414",NA,TRUE,"","","","NO"
"cg24677744",-0.069482486454971,0.287870232142165,-3.7980348889915,0.000167631435638812,0.000465556187941036,-0.487481213877939,0.315865602898294,0.246383116443323,-0.0694824864549712,"12",29302016,"R","I","","IGR","shore","IGR-shore","chr12:29302034-29302954",TRUE,NA,"","","","NO"
"cg15579148",0.149277127553542,0.401972949796481,3.7562679481193,0.000210091430638857,0.000576303421240277,-0.488121610119644,NA,NA,NA,"7",95064694,"F","I","PON2","TSS1500","shore","TSS1500-shore","chr7:95064073-95064409",NA,NA,"","","","NO"
"cg17729873",0.11945287320776,0.341396907943356,3.78751361951318,0.000176680464149424,0.000489061828198903,-0.491925644826039,NA,NA,NA,"X",134186456,"R","I","FAM127B","TSS1500","shore","TSS1500-shore","chrX:134185563-134186337",NA,NA,"","","","NO"
"cg20813081",0.082579305216281,0.174310195731637,3.79528274194414,0.000169662487468681,0.000470883860569222,-0.492548971161254,NA,NA,NA,"1",92950698,"F","I","GFI1","5'UTR","island","5'UTR-island","chr1:92945907-92952609",NA,NA,"","rs72722444","","NO"
"cg21847393",0.0493114953861951,0.805085119608816,3.79608879177459,0.000168907341953049,0.000468943813451568,-0.494620726494645,0.785216895739621,0.834528391125816,0.0493114953861949,"3",50383483,"F","I","ZMYND10","TSS1500","shore","TSS1500-shore","chr3:50382889-50383310",TRUE,NA,"","","","NO"
"cg15148757",0.0577527824693647,0.659948584499837,3.79475562754916,0.00016984234215609,0.00047122647836997,-0.498968482677093,NA,0.69437542563121,NA,"4",87857305,"F","II","AFF1","5'UTR","shore","5'UTR-shore","chr4:87855873-87857204",TRUE,NA,"low-CpG:88076328-88076362","","","NO"
