"","logFC","AveExpr","t","P.Value","adj.P.Val","B","GBM_AVG","OLIGO_AVG","deltaBeta","CHR","MAPINFO","Strand","Type","gene","feature","cgi","feat.cgi","UCSC_CpG_Islands_Name","DHS","Enhancer","Phantom","Probe_SNPs","Probe_SNPs_10","diffexpressed"
"cg25466090",0.418052677652103,0.239394792830548,25.6085605324975,1.27711011363662e-82,3.04740870874615e-82,177.151499872068,0.0411183800012642,0.459171057653368,0.418052677652103,"1",2064691,"F","I","PRKCZ","5'UTR","island","5'UTR-island","chr1:2064628-2064855",NA,TRUE,"","","","UP"
"cg03400437",0.476381287242242,0.268899700016558,25.6220283736272,1.38262606171678e-82,3.29730463019753e-82,177.075197768261,NA,0.518692753212347,NA,"18",22006455,"R","I","IMPACT","TSS200","island","TSS200-island","chr18:22006310-22007007",NA,NA,"","","","UP"
"cg12064372",0.438808395351162,0.356680647903564,25.5972914698117,1.41341441991677e-82,3.36976714154814e-82,177.050007793288,0.14856009467987,0.587368490031032,0.438808395351162,"12",30948792,"R","I","","IGR","island","IGR-island","chr12:30948548-30949757",NA,NA,"","","","UP"
"cg05860195",0.544402613660763,0.466487595969217,25.592733642126,1.47259677126444e-82,3.50986403056866e-82,177.00895503482,0.208285213490113,0.752687827150875,0.544402613660763,"16",89324033,"F","I","","IGR","shore","IGR-shore","chr16:89323280-89323661",TRUE,TRUE,"","","","UP"
"cg04646987",0.591521689059639,0.648703786267291,25.5869048943921,1.55191155691429e-82,3.69785200982944e-82,176.956451808054,0.368153499456147,0.959675188515787,0.59152168905964,"5",14406732,"F","I","TRIO","Body","opensea","Body-opensea","",TRUE,NA,"","rs55687522","","UP"
"cg12502441",0.414574044200908,0.232238732173671,25.5661651011644,1.87045084754374e-82,4.45558779024249e-82,176.769606429262,0.0356121854955263,0.450186229696434,0.414574044200908,"20",56285530,"F","I","PMEPA1","5'UTR","shore","5'UTR-shore","chr20:56283891-56285395",NA,NA,"","rs2273534","","UP"
"cg25736002",0.55930807264323,0.527552459953461,27.0406176451508,2.33730535919779e-82,5.55816936257851e-82,176.748243889099,NA,NA,NA,"4",57773436,"F","I","REST","TSS1500","shore","TSS1500-shore","chr4:57773867-57775602",NA,NA,"","rs1713993","rs2458552","UP"
"cg20739435",0.514136373116975,0.448112273714614,25.5611712935315,1.95646391712376e-82,4.65915038872632e-82,176.724610338764,0.204264736750563,0.718401109867538,0.514136373116975,"5",43019773,"R","II","","IGR","shore","IGR-shore","chr5:43017968-43018668",NA,NA,"","","","UP"
"cg00064255",0.564482736544169,0.465409200816624,25.9046221097283,2.07347026347356e-82,4.93497737352083e-82,176.71663682817,NA,NA,NA,"1",90100012,"R","I","LRRC8C","5'UTR","shore","5'UTR-shore","chr1:90098230-90099292",NA,NA,"","","","UP"
"cg00066942",0.49417684281453,0.420061001512998,25.555754667058,2.05424329634936e-82,4.89060943223214e-82,176.675801536744,0.185679984635249,0.679856827449779,0.49417684281453,"2",149401448,"R","II","EPC2","TSS1500","shore","TSS1500-shore","chr2:149401671-149403498",NA,NA,"","","","UP"
"cg09576143",0.521713998626887,0.587210651415425,25.6821343865095,2.2284019663119e-82,5.30070331052666e-82,176.613520118603,NA,0.857167313495617,NA,"10",124220367,"F","I","HTRA1","TSS1500","island","TSS1500-island","chr10:124220338-124222240",NA,NA,"","","","UP"
"cg15991262",0.424270578284765,0.225362378524229,25.5487031726571,2.18890327777815e-82,5.20823069853565e-82,176.612256462076,0.0241369042520263,0.448407482536791,0.424270578284765,"7",23720454,"R","I","C7orf46","Body","island","Body-island","chr7:23720367-23720677",TRUE,TRUE,"","","","UP"
"cg25870420",0.453961671505294,0.352395873862093,25.5390432649819,2.38783930276269e-82,5.67672439820134e-82,176.52519702439,0.137088338233867,0.591050009739162,0.453961671505295,"3",37493949,"F","I","ITGA9","1stExon","island","1stExon-island","chr3:37493418-37494538",TRUE,NA,"","rs199273","","UP"
"cg00817367",0.509849505586531,0.531771900534109,25.5376638345995,2.41768769834837e-82,5.74604922674318e-82,176.512764179911,0.289957563598783,0.799807069185314,0.509849505586532,"12",52401214,"F","I","GRASP","Body","island","Body-island","chr12:52400467-52401696",TRUE,NA,"","","","UP"
"cg03539765",0.461523401758507,0.345619995179266,25.5578818294921,2.46024142779812e-82,5.84552243681043e-82,176.498445572707,NA,0.587622237362094,NA,"12",9217390,"R","I","LOC144571","TSS1500","island","TSS1500-island","chr12:9217328-9217715",TRUE,NA,"","","","UP"
"cg06235847",0.597926208834012,0.418933956282455,28.1405968762036,3.45795086745494e-82,8.20207880372475e-82,176.492609107695,NA,NA,NA,"11",63382067,"F","I","PLA2G16","TSS200","island","TSS200-island","chr11:63381143-63382096",TRUE,NA,"","","rs12277033","UP"
"cg08662757",0.442862234782291,0.242681062700548,25.5337486664516,2.5044555603254e-82,5.94888306822814e-82,176.477475576097,0.0326378313466613,0.475500066128952,0.442862234782291,"11",67070967,"R","I","SSH3","5'UTR","island","5'UTR-island","chr11:67070807-67071801",TRUE,NA,"high-CpG:66827524-66827614","","","UP"
"cg20180843",0.454489817471733,0.273019940483357,25.532605099774,2.5303827383328e-82,6.00875991928148e-82,176.467167958563,0.0574619127681916,0.511951730239925,0.454489817471734,"7",100091181,"R","II","C7orf51","Body","island","Body-island","chr7:100091180-100091598",TRUE,NA,"","","","UP"
"cg22015527",0.390776296670544,0.201306198268409,25.5263026525023,2.67817128608768e-82,6.35789796077763e-82,176.410357959695,0.015966583276094,0.406742879946638,0.390776296670544,"1",95006977,"R","I","F3","Body","island","Body-island","chr1:95006837-95008051",NA,NA,"","","","UP"
"cg02051239",0.477228169802981,0.392650118755563,25.512013002233,3.04606589398388e-82,7.22921434043787e-82,176.28153626765,0.166307615363292,0.643535785166273,0.477228169802981,"2",74375507,"R","I","BOLA3","TSS1500","shore","TSS1500-shore","chr2:74374838-74375257",NA,NA,"","","rs76164898","UP"
"cg10830145",0.513303889624454,0.272681316115965,25.5089382568169,3.13161872989634e-82,7.4301456601971e-82,176.253814542895,0.0292286141797952,0.542532503804249,0.513303889624454,"5",87440121,"F","I","","IGR","shelf","IGR-shelf","chr5:87437095-87437505",NA,NA,"","","","UP"
"cg06755413",0.415217534652053,0.260322747929187,25.4970342393529,3.48614986210644e-82,8.26661820835571e-82,176.146479312302,0.0633910029227851,0.478608537574838,0.415217534652053,"2",171571077,"R","II","LOC440925","TSS200","island","TSS200-island","chr2:171569877-171573904",NA,TRUE,"","","","UP"
"cg17429075",0.540575322763053,0.563868908601998,25.5186301095049,3.50118287948126e-82,8.29990969783952e-82,176.145313622593,NA,0.847322444606693,NA,"10",130492994,"F","I","","IGR","opensea","IGR-opensea","",NA,NA,"","rs79583076","","UP"
"cg25520872",0.541502491913699,0.487196378906207,25.4861564293918,3.84515284961618e-82,9.11273954771448e-82,176.048384185311,0.230369482741424,0.771871974655123,0.541502491913699,"8",81599569,"R","I","ZNF704","Body","opensea","Body-opensea","",TRUE,NA,"","","","UP"
"cg26005766",0.471188887334399,0.356620400555212,25.484206767866,3.91330488842685e-82,9.27162479804819e-82,176.030801006666,0.133142242562326,0.604331129896725,0.471188887334399,"6",125475650,"F","I","TPD52L1","5'UTR","island","5'UTR-island","chr6:125474804-125475722",NA,NA,"","rs3839553","","UP"
"cg16127845",0.477056015249487,0.291808962805065,25.5043178810809,3.9820499896543e-82,9.43182467070372e-82,176.016512085636,NA,0.541955813208091,NA,"7",1126423,"F","II","GPER","TSS200","shore","TSS200-shore","chr7:1126578-1126910",NA,NA,"","","","UP"
"cg00647217",0.387023926808487,0.288639725406039,25.5033534292724,4.01673710915018e-82,9.51128736106594e-82,176.007831822374,NA,0.491577772987567,NA,"1",165086866,"R","I","","IGR","island","IGR-island","chr1:165086756-165087026",NA,NA,"","","","UP"
"cg07046030",0.532239277297612,0.506840186685622,25.5688848332417,4.07164232559462e-82,9.63856616265726e-82,176.003780506491,NA,0.783727671984957,NA,"10",29186681,"R","I","","IGR","opensea","IGR-opensea","",NA,NA,"","","rs76700288","UP"
"cg17526573",0.585413403856385,0.509108224486688,25.4756151926916,4.22833334192202e-82,1.00066562998347e-81,175.953312479234,0.231455010086231,0.816868413942616,0.585413403856385,"2",50574708,"F","I","NRXN1","Body","island","Body-island","chr2:50574045-50574817",NA,NA,"","rs3732049","","UP"
"cg27148952",0.425831471462977,0.279313604432864,25.4746227676882,4.26632137734439e-82,1.00936983252152e-81,175.944361174392,0.0773478208247088,0.503179292287686,0.425831471462978,"6",49518347,"F","I","C6orf141","5'UTR","island","5'UTR-island","chr6:49518315-49519186",NA,TRUE,"","","","UP"
"cg01512532",0.399759216696624,0.754266351648635,25.4737478103632,4.3000963410122e-82,1.01707261701064e-81,175.936469299288,0.564666266015378,0.964425482712003,0.399759216696625,"17",79495039,"R","I","FSCN2","TSS1500","island","TSS1500-island","chr17:79495005-79496291",TRUE,NA,"","","","UP"
"cg01100912",0.422422337657516,0.241913797399427,25.4648668861441,4.65843947618105e-82,1.10151722004009e-81,175.85636128801,0.0415649172532904,0.463987254910806,0.422422337657516,"5",107005390,"F","I","EFNA5","Body","island","Body-island","chr5:107005130-107008191",NA,NA,"","","","UP"
"cg09232555",0.621815755632053,0.601646697067677,25.4610276418394,4.82246829021886e-82,1.13998019514681e-81,175.821727865871,0.306728367253618,0.928544122885671,0.621815755632053,"8",11619866,"R","I","","IGR","opensea","IGR-opensea","",TRUE,NA,"","","","UP"
"cg21233879",0.510586888180647,0.571800452529682,25.4533695724647,5.16712893878506e-82,1.22110877382208e-81,175.752640641371,0.329636385564004,0.840223273744651,0.510586888180647,"17",1824602,"R","I","","IGR","opensea","IGR-opensea","",NA,NA,"","","","UP"
"cg15524063",0.490682855719736,0.283541992236862,25.4505284206023,5.30118010081213e-82,1.25243378286721e-81,175.72700765664,0.050818123524073,0.541500979243809,0.490682855719736,"1",43832916,"F","I","ELOVL1","5'UTR","island","5'UTR-island","chr1:43832814-43833073",NA,NA,"","","","UP"
"cg08201854",0.501528992661602,0.280606912857518,25.5101896288903,5.63066678649445e-82,1.32952488226045e-81,175.67663294059,NA,NA,NA,"19",50922128,"R","I","SPIB","TSS200","opensea","TSS200-opensea","",NA,TRUE,"","","","UP"
"cg19401033",0.511811178091459,0.445024899250912,25.4441676572808,5.61405438990146e-82,1.325977109789e-81,175.669617555417,0.202280169070392,0.71409134716185,0.511811178091459,"3",107148372,"F","I","","IGR","shore","IGR-shore","chr3:107149820-107150910",NA,NA,"","","","UP"
"cg03462699",0.463057733200217,0.397419783771644,25.4415870287934,5.74620317627076e-82,1.35642219086086e-81,175.646332589534,0.177798116025255,0.640855849225472,0.463057733200217,"2",242743214,"F","I","GAL3ST2","Body","island","Body-island","chr2:242742598-242743758",NA,NA,"","","","UP"
"cg02863594",0.498534010234137,0.354754079179389,25.4457424613331,6.7445382193144e-82,1.59163481028679e-81,175.489145045729,NA,0.616163030104453,NA,"6",33280199,"F","I","TAPBP","Body","shore","Body-shore","chr6:33281112-33281827",NA,NA,"","","","UP"
"cg05653707",0.396875638917915,0.224759533993503,25.4411525752637,7.02895630781114e-82,1.65828582308541e-81,175.447806194963,NA,0.432863379042152,NA,"10",119304938,"R","I","EMX2","Body","island","Body-island","chr10:119301321-119305368",NA,NA,"","","","UP"
"cg13246235",-0.556246157992149,0.316747292163084,-25.4106504445353,7.59513788210225e-82,1.79135465463247e-81,175.367138498348,0.580566898525075,0.0243207405329258,-0.556246157992149,"6",12749978,"F","I","PHACTR1","Body","island","Body-island","chr6:12749877-12750499",TRUE,NA,"","","","DOWN"
"cg14919250",0.374832765653978,0.227338257773629,25.4017452334939,8.23035449042553e-82,1.94062606302611e-81,175.286753038658,0.0495604317777417,0.42439319743172,0.374832765653979,"8",10917293,"F","I","XKR6","Body","shore","Body-shore","chr8:10916662-10917097",TRUE,NA,"","","","UP"
"cg23847109",0.520602915592382,0.44842454537743,25.399454902564,8.40215422369425e-82,1.98057551875682e-81,175.266077376527,0.201510019696472,0.722112935288854,0.520602915592382,"1",40783060,"F","I","COL9A2","TSS200","island","TSS200-island","chr1:40782220-40783145",NA,NA,"high-CpG:40555481-40555965","","","UP"
"cg25821304",0.470898365021049,0.310543002582196,25.3989356545377,8.44160013122979e-82,1.98931248226498e-81,175.2613898575,0.0872026351722132,0.558101000193262,0.470898365021049,"17",29297824,"R","II","RNF135","TSS200","shore","TSS200-shore","chr17:29298046-29298606",NA,NA,"","","","UP"
"cg15573040",0.439380883045895,0.363249215961575,25.3987903759204,8.45266972605178e-82,1.99135935960058e-81,175.260078347692,0.154857140002665,0.594238023048559,0.439380883045895,"15",92938295,"R","I","ST8SIA2","Body","island","Body-island","chr15:92936677-92938521",TRUE,NA,"","","","UP"
"cg03287940",0.481778384712263,0.494930309277053,25.3963481450476,8.64094804153052e-82,2.03514180825898e-81,175.238030662056,0.26642970395638,0.748208088668643,0.481778384712263,"3",24537338,"F","I","THRB","TSS1500","island","TSS1500-island","chr3:24535844-24537436",TRUE,NA,"","","","UP"
"cg24687085",0.547455454337777,0.373959707724909,25.3866799503302,9.42843071300162e-82,2.21998619437473e-81,175.150743205339,0.114309406524707,0.661764860862484,0.547455454337777,"11",65222403,"F","I","","IGR","shore","IGR-shore","chr11:65222490-65222750",NA,TRUE,"","","","UP"
"cg14881470",0.514370890594572,0.289716892499497,25.3799292373672,1.00205104182622e-81,2.35873046024689e-81,175.089789942057,0.045758127246071,0.560129017840644,0.514370890594573,"13",100310841,"R","I","CLYBL","Body","shore","Body-shore","chr13:100310204-100310446",NA,NA,"","","","UP"
"cg10742957",0.470241004448058,0.257540794742835,25.6576512041977,1.17727377240784e-81,2.77040706892819e-81,174.974442805531,0.0440485879756156,NA,NA,"19",39466716,"F","I","FBXO17","TSS1500","shore","TSS1500-shore","chr19:39465846-39466403",TRUE,TRUE,"","","","UP"
"cg10021668",0.497144551734677,0.414925138126639,25.3536780204579,1.26989007574053e-81,2.98751385320654e-81,174.852718737226,0.179136579303906,0.676281131038584,0.497144551734678,"1",159751259,"R","I","DUSP23","Body","island","Body-island","chr1:159750416-159751353",NA,NA,"","","","UP"
"cg02976588",0.516452044558506,0.528631937303608,25.3832666615661,1.44165504551567e-81,3.39064928216156e-81,174.732034292653,NA,0.79873042037731,NA,"1",150135546,"F","II","","IGR","opensea","IGR-opensea","",NA,TRUE,"","rs67498625","","UP"
"cg13672078",0.502219032134871,0.361959844732743,25.4172244719859,1.58085534714908e-81,3.71594416715909e-81,174.646363675069,NA,NA,NA,"5",87439429,"F","II","","IGR","shore","IGR-shore","chr5:87437095-87437505",NA,NA,"","","","UP"
"cg10376408",0.519161017948352,0.275758519016981,25.3307583328898,1.5617513638674e-81,3.67207174043014e-81,174.645675948734,0.0295278647900487,0.5486888827384,0.519161017948352,"11",9113406,"F","I","SCUBE2","TSS1500","island","TSS1500-island","chr11:9112461-9113459",TRUE,NA,"","","","UP"
"cg14089984",0.480303021358329,0.280170704917641,25.5673560132738,1.72046611659653e-81,4.04297438482347e-81,174.586949439002,NA,NA,NA,"1",1182418,"F","I","FAM132A","TSS1500","island","TSS1500-island","chr1:1181756-1182470",NA,NA,"","","","UP"
"cg14249348",0.517157994155476,0.462837133862826,25.3096806581235,1.88911256031672e-81,4.43803327583967e-81,174.455225016675,0.217556485206229,0.734714479361706,0.517157994155477,"4",48492304,"R","I","ZAR1","TSS200","island","TSS200-island","chr4:48492117-48493589",TRUE,NA,"","","","UP"
"cg20474271",0.437866725697979,0.246483945957323,25.3016093211142,2.0319405270322e-81,4.77223254507365e-81,174.382282963654,0.0388100131977103,0.476676738895689,0.437866725697979,"5",141931455,"F","I","","IGR","opensea","IGR-opensea","",NA,NA,"","rs79710170","","UP"
"cg10959198",0.557170802144243,0.603741964219314,25.9457840848283,2.5109593349428e-81,5.89394613209109e-81,174.265962470628,NA,0.873675644761246,NA,"15",93632896,"F","II","RGMA","TSS1500","island","TSS1500-island","chr15:93631428-93633173",NA,NA,"","","","UP"
"cg22731271",0.59058068964878,0.426019368061029,25.2867416059301,2.32394050881147e-81,5.45649213339265e-81,174.247903345767,0.145915383827607,0.736496073476388,0.59058068964878,"2",66667059,"R","I","MEIS1","Body","opensea","Body-opensea","",NA,NA,"low-CpG:66520560-66520567","","","UP"
"cg16675054",0.491339769730235,0.681382810076871,25.2751855403848,2.57962729475336e-81,6.05342876976672e-81,174.143439893165,0.448347376433389,0.939687146163623,0.491339769730235,"5",171616574,"F","I","STK10","TSS1500","shore","TSS1500-shore","chr5:171614430-171615939",NA,NA,"","","","UP"
"cg26930448",0.556438040568886,0.28884623216203,25.879100880809,2.83690630317417e-81,6.65529774128532e-81,174.142829727833,NA,NA,NA,"1",218337485,"F","I","","IGR","shore","IGR-shore","chr1:218337780-218339033",NA,NA,"","","","UP"
"cg18450555",0.36706228074823,0.197669729274645,25.2633515115197,2.87068492069391e-81,6.7326507095668e-81,174.036449529709,0.0235773332626278,0.390639614010858,0.36706228074823,"12",133066067,"R","I","FBRSL1","TSS1500","island","TSS1500-island","chr12:133065843-133066393",NA,NA,"","","","UP"
"cg07627556",0.428695607673061,0.24454717328515,25.2601064207995,2.9560932068206e-81,6.93101393482438e-81,174.007108454545,0.0412229707887838,0.469918578461844,0.428695607673061,"11",115530590,"R","I","","IGR","shore","IGR-shore","chr11:115529997-115530548",TRUE,TRUE,"","","","UP"
"cg07403338",0.527756669412351,0.423616779989046,25.2556965429586,3.07625045838467e-81,7.21071726412613e-81,173.967234015564,0.173309331067759,0.70106600048011,0.527756669412351,"6",80579537,"F","I","","IGR","opensea","IGR-opensea","",TRUE,NA,"","","","UP"
"cg08416194",0.495125511370499,0.341986606229536,25.2974381354598,3.1195557146659e-81,7.31017347554528e-81,173.959509879829,NA,0.600931557578476,NA,"5",145236139,"F","II","","IGR","opensea","IGR-opensea","",NA,NA,"","rs60662909","","UP"
"cg12745764",0.377983788928857,0.234809880711089,25.3395289021285,3.17036019675383e-81,7.42714219957418e-81,173.950759508466,0.0578348119062481,NA,NA,"7",88387861,"R","I","ZNF804B","TSS1500","shore","TSS1500-shore","chr7:88388488-88389283",NA,NA,"","","","UP"
"cg00781110",0.477809199457856,0.478359420968434,25.2522844426417,3.17256667742132e-81,7.43022764877423e-81,173.936380186598,0.25174134351128,0.729550542969135,0.477809199457856,"15",74421535,"R","I","LOC283731","Body","island","Body-island","chr15:74419870-74423044",NA,NA,"","","","UP"
"cg20631750",0.421336308407979,0.232861576653879,25.2484628034247,3.28403270908826e-81,7.68912815350989e-81,173.901821696613,0.0330277846660948,0.454364093074074,0.421336308407979,"20",55839564,"R","I","BMP7","Body","island","Body-island","chr20:55839287-55839766",NA,NA,"","","","UP"
"cg06744545",0.477473728422343,0.32664823976852,25.2653397794439,3.42561680079122e-81,8.01838127033058e-81,173.862701527382,NA,0.577014120287973,NA,"2",27958421,"R","I","","IGR","island","IGR-island","chr2:27958207-27958723",TRUE,TRUE,"","","","UP"
"cg01800926",0.489639272589384,0.44404341096345,25.2434745786658,3.43544532112194e-81,8.0391345133481e-81,173.856711704329,0.211814498821057,0.70145377141044,0.489639272589383,"1",9884565,"R","I","CLSTN1","TSS200","island","TSS200-island","chr1:9883011-9884667",NA,NA,"","","","UP"
"cg17246382",0.520784343269831,0.31596958359673,25.2379602279377,3.61097606913545e-81,8.44752004524154e-81,173.80684083458,0.0689690093601816,0.589753352630013,0.520784343269831,"15",78556940,"R","I","DNAJA4","Body","island","Body-island","chr15:78556405-78557542",TRUE,TRUE,"","","","UP"
"cg17644827",0.458578678838563,0.23871306633255,25.2589909053849,3.62747287413318e-81,8.48373695143019e-81,173.805401213694,NA,0.479171227442742,NA,"3",127391844,"F","I","ABTB1","1stExon","island","1stExon-island","chr3:127391011-127392434",NA,NA,"high-CpG:128874458-128874543","","","UP"
"cg06223767",0.499529928719553,0.43803661634993,25.2292142043995,3.90797670498063e-81,9.13720609947051e-81,173.727736872696,0.201116707300085,0.700646636019638,0.499529928719552,"6",393616,"R","I","IRF4","Body","island","Body-island","chr6:391188-393790",NA,NA,"","","","UP"
"cg19248367",0.395614788186237,0.204822291010914,25.2243563389305,4.08338313611627e-81,9.54465101262321e-81,173.68379622224,0.0171878486140129,0.41280263680025,0.395614788186237,"11",67141079,"F","I","LOC100130987","Body","island","Body-island","chr11:67139887-67141146",NA,NA,"","","","UP"
"cg24539779",0.42842693353355,0.24817993638842,25.2237072950668,4.1074080252371e-81,9.59812213785475e-81,173.677925269793,0.044983162198222,0.473410095731772,0.42842693353355,"1",6302896,"F","I","HES3","TSS1500","shore","TSS1500-shore","chr1:6301695-6302856",NA,NA,"","","","UP"
"cg08043656",0.481416823907127,0.325534224930363,25.2082858592365,4.72180161444231e-81,1.10307412435825e-80,173.538417387423,0.0972051027344117,0.578621926641539,0.481416823907127,"13",52419383,"F","I","FLJ37307","TSS200","opensea","TSS200-opensea","",TRUE,NA,"","","","UP"
"cg27005794",0.439944046241748,0.353291505397659,25.2005567500694,5.06353573224045e-81,1.18257695015758e-80,173.468487935572,0.144632329180144,0.584576375421892,0.439944046241748,"2",109746251,"R","I","LOC100287216","Body","island","Body-island","chr2:109744585-109746833",NA,NA,"","","","UP"
"cg01560739",0.461629096508803,0.297123318384673,25.1915903233799,5.49112512101198e-81,1.28208103021057e-80,173.387356161875,0.0781792326119261,0.539808329120729,0.461629096508803,"3",32023198,"F","I","OSBPL10","1stExon","island","1stExon-island","chr3:32021969-32023364",TRUE,NA,"","","","UP"
"cg03101021",0.47200296046372,0.323990940360534,25.1914461646634,5.49828719500427e-81,1.2833945578951e-80,173.386051689833,0.100126679112027,0.572129639575747,0.47200296046372,"7",126891319,"R","I","GRM8","5'UTR","island","5'UTR-island","chr7:126891300-126894205",NA,NA,"","","","UP"
"cg11306441",0.417875503376089,0.222197890225419,25.2077212052907,5.76061109940539e-81,1.34424986381097e-80,173.342526596331,NA,0.441313125520044,NA,"12",54520919,"F","I","LOC400043","Body","shore","Body-shore","chr12:54519768-54520457",TRUE,NA,"","","","UP"
"cg02690865",0.417587965330293,0.218784954064426,25.183944999693,5.88415640962123e-81,1.37269596889069e-80,173.318171774885,0.0207289476506301,0.438316912980924,0.417587965330293,"17",1552427,"F","I","RILP","Body","island","Body-island","chr17:1551730-1553249",NA,NA,"high-CpG:1498953-1499390","","","UP"
"cg11791751",0.491739039065465,0.293917646150132,25.2227370722904,6.11129796789778e-81,1.4252870805086e-80,173.286521541526,NA,0.551091511408508,NA,"1",13910138,"R","II","PDPN","TSS200","island","TSS200-island","chr1:13910137-13910868",TRUE,NA,"","","","UP"
"cg13793145",0.447317926483376,0.252550338651718,25.1628646058392,7.11999262586405e-81,1.66007307832733e-80,173.127379336316,0.0403938363767453,0.487711762860121,0.447317926483376,"6",44187109,"R","I","SLC29A1","TSS200","shore","TSS200-shore","chr6:44187186-44187400",TRUE,NA,"high-CpG:44295009-44295388","","","UP"
"cg06975067",0.528160223585006,0.355690042073686,25.1539287826257,7.71936987116723e-81,1.79931964017107e-80,173.046490182023,0.105191193173369,0.633351416758375,0.528160223585006,"13",20692525,"R","I","","IGR","island","IGR-island","chr13:20692524-20692767",NA,NA,"","","","UP"
"cg02110858",0.488482062652731,0.395251234765229,25.1524896463333,7.82051756262127e-81,1.82238783035253e-80,173.03346202572,0.16357117076422,0.652053233416951,0.488482062652731,"8",145028222,"F","I","PLEC1","Body","island","Body-island","chr8:145027911-145028352",NA,NA,"","","","UP"
"cg05140069",0.500828910487363,0.267479482895758,25.1506171345036,7.9541136883866e-81,1.85300239132129e-80,173.016510309234,0.0299434853503224,0.530772395837686,0.500828910487363,"1",13910667,"R","I","PDPN","TSS1500","island","TSS1500-island","chr1:13910137-13910868",TRUE,NA,"","","","UP"
"cg10668399",0.456986452000673,0.266027900784418,25.1401677791506,8.74270265811423e-81,2.03614546991598e-80,172.921906495773,0.0492857549783847,0.506272206979058,0.456986452000673,"12",4380586,"F","I","","IGR","island","IGR-island","chr12:4378366-4382222",NA,NA,"","","","UP"
"cg00409917",0.458704427143088,0.348681373953293,25.2020765527245,8.94467457196644e-81,2.08260343852307e-80,172.908957137212,NA,NA,NA,"6",29894679,"F","I","HCG4P6","TSS1500","island","TSS1500-island","chr6:29894140-29895117",NA,NA,"","rs78389432","","UP"
"cg16535717",0.476625530759976,0.256644911371141,25.1339424722484,9.24924518387828e-81,2.15291708738142e-80,172.865540065411,0.030588231067838,0.507213761827814,0.476625530759976,"14",97685158,"F","I","","IGR","island","IGR-island","chr14:97685059-97685946",NA,NA,"","","","UP"
"cg09772333",0.474438062573257,0.5834755730312,25.151332547228,9.58349687381956e-81,2.23009840902197e-80,172.83312612833,NA,0.832249686071045,NA,"19",42437309,"R","I","","IGR","island","IGR-island","chr19:42437218-42437432",NA,NA,"","","","UP"
"cg07892785",0.53527901922686,0.501177907868382,25.1295889617081,9.62084471133063e-81,2.23816587909931e-80,172.826119293821,0.247302715892214,0.782581735119074,0.53527901922686,"3",39851788,"F","I","MYRIP","5'UTR","island","5'UTR-island","chr3:39851025-39851820",NA,NA,"","","","UP"
"cg27307781",0.395159434429906,0.208351181688294,25.1219117312471,1.03129418428151e-80,2.39850546088188e-80,172.756597755768,0.0209327070729668,0.416092141502873,0.395159434429906,"21",37442289,"F","I","CBR1","1stExon","island","1stExon-island","chr21:37442140-37442778",NA,NA,"high-CpG:36364101-36364201","","","UP"
"cg05799507",0.551348823280147,0.578602235343123,25.1420184865842,1.04243926541728e-80,2.42375107801168e-80,172.748954098955,NA,0.86770491345277,NA,"16",56677223,"R","I","MT1DP","TSS1500","island","TSS1500-island","chr16:56677120-56677598",TRUE,NA,"","","","UP"
"cg02301929",0.476867234489837,0.242862409237133,25.1609358412786,1.06643066479045e-80,2.47884300880895e-80,172.729846819985,0.0181318734430724,NA,NA,"22",51066512,"R","I","ARSA","1stExon","island","1stExon-island","chr22:51066107-51067051",NA,NA,"high-CpG:49413326-49413474","","rs1051539","UP"
"cg04954559",0.520056852565014,0.538331189865284,25.1175906246165,1.07241889627862e-80,2.49206883435649e-80,172.717465132916,0.291675654077306,0.81173250664232,0.520056852565014,"11",22365428,"R","I","SLC17A6","Body","shelf","Body-shelf","chr11:22362862-22363377",NA,NA,"","","","UP"
"cg00507727",0.472385976028943,0.451251640252592,25.1171619003592,1.07658762472545e-80,2.50106034954294e-80,172.713582435221,0.22720572019315,0.699591696222093,0.472385976028943,"7",8302191,"F","I","ICA1","TSS200","island","TSS200-island","chr7:8301031-8302252",TRUE,NA,"high-CpG:8268271-8268730","","","UP"
"cg22873661",0.481944539058935,0.417877509090674,25.1296068881908,1.16608733485665e-80,2.70822729924727e-80,172.636775601369,NA,0.670587682866563,NA,"14",88788597,"F","II","KCNK10","Body","shore","Body-shore","chr14:88789600-88790493",NA,NA,"","","","UP"
"cg23726802",0.527313725753478,0.494611680947316,25.1078328640444,1.17142737832294e-80,2.71987335144799e-80,172.629090352198,0.244514313875666,0.771828039629144,0.527313725753478,"7",155617398,"F","I","","IGR","opensea","IGR-opensea","",NA,NA,"","","","UP"
"cg08703857",0.455537510467363,0.309155770231041,25.1064217557791,1.1864837551965e-80,2.75406648816659e-80,172.616309327932,0.0931008366950917,0.548638347162455,0.455537510467364,"7",2653651,"F","I","IQCE","3'UTR","opensea","3'UTR-opensea","",TRUE,TRUE,"","","","UP"
"cg04715503",0.531542883167189,0.420840104345905,25.1061648860301,1.44109681748345e-80,3.34414522590465e-80,172.424859365724,NA,0.699557432768815,NA,"16",3062795,"F","I","CLDN9","1stExon","shore","1stExon-shore","chr16:3063679-3063981",TRUE,TRUE,"","","","UP"
